job_id,job_role,company,experience,education,job_description
125,Frontend Developer,DataMind,1-3 Years,B.Tech,"DataMind is hiring a Frontend Developer. Required skills: TypeScript, React, Figma, Redux, HTML, Git. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
126,Frontend Developer,CodeSphere,2-4 Years,B.Tech,"CodeSphere is hiring a Frontend Developer. Required skills: CSS, Git, JavaScript, TypeScript, HTML, Redux. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
127,Frontend Developer,TechNova,3-5 Years,B.Tech,"TechNova is hiring a Frontend Developer. Required skills: JavaScript, Figma, Git, HTML, TypeScript, React. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
128,Frontend Developer,CodeSphere,2-4 Years,B.Tech,"CodeSphere is hiring a Frontend Developer. Required skills: JavaScript, HTML, TypeScript, Redux, Git, CSS. Candidates should have 2-4 Years experience, B.Tech degree, and strong Teamwork."
129,Frontend Developer,CodeSphere,1-3 Years,B.Tech,"CodeSphere is hiring a Frontend Developer. Required skills: Figma, React, CSS, Redux, TypeScript, HTML. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
130,Frontend Developer,PixelSoft,0-2 Years,B.Tech,"PixelSoft is hiring a Frontend Developer. Required skills: CSS, Redux, HTML, React, JavaScript, Figma. Candidates should have 0-2 Years experience, B.Tech degree, and strong Leadership."
131,Frontend Developer,AI Labs,3-5 Years,B.Tech,"AI Labs is hiring a Frontend Developer. Required skills: JavaScript, React, Figma, CSS, Redux, HTML. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
132,Frontend Developer,PixelSoft,3-5 Years,B.Tech,"PixelSoft is hiring a Frontend Developer. Required skills: TypeScript, HTML, Redux, React, Git, Figma. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
133,Frontend Developer,AI Labs,0-2 Years,B.Tech,"AI Labs is hiring a Frontend Developer. Required skills: Redux, JavaScript, HTML, Figma, Git, CSS. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
134,Frontend Developer,CloudOps,0-2 Years,B.Tech,"CloudOps is hiring a Frontend Developer. Required skills: React, HTML, TypeScript, JavaScript, Figma, CSS. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
135,Frontend Developer,CodeSphere,1-3 Years,B.Tech,"CodeSphere is hiring a Frontend Developer. Required skills: React, Git, TypeScript, JavaScript, CSS, Redux. Candidates should have 1-3 Years experience, B.Tech degree, and strong Teamwork."
136,Frontend Developer,PixelSoft,0-2 Years,B.Tech,"PixelSoft is hiring a Frontend Developer. Required skills: HTML, Git, JavaScript, TypeScript, Redux, CSS. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
137,Frontend Developer,DataMind,0-2 Years,B.Tech,"DataMind is hiring a Frontend Developer. Required skills: TypeScript, CSS, Figma, JavaScript, React, Redux. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
138,Frontend Developer,PixelSoft,1-3 Years,B.Tech,"PixelSoft is hiring a Frontend Developer. Required skills: Redux, Git, JavaScript, CSS, TypeScript, React. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
139,Frontend Developer,FinTechX,0-2 Years,B.Tech,"FinTechX is hiring a Frontend Developer. Required skills: TypeScript, Redux, HTML, CSS, React, Figma. Candidates should have 0-2 Years experience, B.Tech degree, and strong Leadership."
140,Frontend Developer,Insight Ltd,1-3 Years,B.Tech,"Insight Ltd is hiring a Frontend Developer. Required skills: Redux, CSS, Git, React, HTML, TypeScript. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
141,Frontend Developer,NextGen,3-5 Years,B.Tech,"NextGen is hiring a Frontend Developer. Required skills: CSS, HTML, Redux, React, Figma, JavaScript. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
142,Frontend Developer,DataMind,5+ Years,B.Tech,"DataMind is hiring a Frontend Developer. Required skills: Figma, Redux, HTML, React, CSS, JavaScript. Candidates should have 5+ Years experience, B.Tech degree, and strong Communication."
143,Frontend Developer,VisionAI,5+ Years,B.Tech,"VisionAI is hiring a Frontend Developer. Required skills: TypeScript, Figma, CSS, Redux, Git, JavaScript. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
144,Frontend Developer,VisionAI,0-2 Years,B.Tech,"VisionAI is hiring a Frontend Developer. Required skills: Figma, CSS, Git, HTML, React, TypeScript. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
145,Frontend Developer,NextGen,3-5 Years,B.Tech,"NextGen is hiring a Frontend Developer. Required skills: Git, HTML, JavaScript, Figma, TypeScript, Redux. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
146,Frontend Developer,CodeSphere,3-5 Years,B.Tech,"CodeSphere is hiring a Frontend Developer. Required skills: Redux, HTML, TypeScript, Figma, CSS, React. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
147,Frontend Developer,TechNova,5+ Years,B.Tech,"TechNova is hiring a Frontend Developer. Required skills: JavaScript, React, HTML, Git, TypeScript, CSS. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
148,Frontend Developer,PixelSoft,5+ Years,B.Tech,"PixelSoft is hiring a Frontend Developer. Required skills: JavaScript, HTML, TypeScript, Git, React, Figma. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
149,Frontend Developer,CloudOps,3-5 Years,B.Tech,"CloudOps is hiring a Frontend Developer. Required skills: JavaScript, CSS, Git, Figma, Redux, TypeScript. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
150,Frontend Developer,CloudOps,5+ Years,B.Tech,"CloudOps is hiring a Frontend Developer. Required skills: Redux, Git, CSS, TypeScript, React, JavaScript. Candidates should have 5+ Years experience, B.Tech degree, and strong Leadership."
151,Data Scientist,PixelSoft,2-4 Years,M.Tech,"PixelSoft is hiring a Data Scientist. Required skills: Python, TensorFlow, SQL, NumPy, Power BI, Scikit-learn. Candidates should have 2-4 Years experience, M.Tech degree, and strong Problem Solving."
152,Data Scientist,TechNova,1-3 Years,M.Tech,"TechNova is hiring a Data Scientist. Required skills: SQL, Python, Pandas, Power BI, Scikit-learn, Machine Learning. Candidates should have 1-3 Years experience, M.Tech degree, and strong Communication."
153,Data Scientist,PixelSoft,2-4 Years,M.Tech,"PixelSoft is hiring a Data Scientist. Required skills: Scikit-learn, Power BI, Machine Learning, SQL, NumPy, Python. Candidates should have 2-4 Years experience, M.Tech degree, and strong Problem Solving."
154,Data Scientist,PixelSoft,0-2 Years,M.Tech,"PixelSoft is hiring a Data Scientist. Required skills: Pandas, Python, Power BI, SQL, Machine Learning, NumPy. Candidates should have 0-2 Years experience, M.Tech degree, and strong Leadership."
155,Data Scientist,VisionAI,1-3 Years,M.Tech,"VisionAI is hiring a Data Scientist. Required skills: Machine Learning, Scikit-learn, TensorFlow, Power BI, SQL, Pandas. Candidates should have 1-3 Years experience, M.Tech degree, and strong Communication."
156,Data Scientist,TechNova,2-4 Years,M.Tech,"TechNova is hiring a Data Scientist. Required skills: SQL, Scikit-learn, Python, NumPy, Machine Learning, TensorFlow. Candidates should have 2-4 Years experience, M.Tech degree, and strong Teamwork."
157,Data Scientist,DataMind,1-3 Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: Machine Learning, TensorFlow, Python, SQL, Pandas, Scikit-learn. Candidates should have 1-3 Years experience, M.Tech degree, and strong Problem Solving."
158,Data Scientist,DataMind,3-5 Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: TensorFlow, NumPy, Python, SQL, Scikit-learn, Machine Learning. Candidates should have 3-5 Years experience, M.Tech degree, and strong Teamwork."
159,Data Scientist,TechNova,3-5 Years,M.Tech,"TechNova is hiring a Data Scientist. Required skills: Machine Learning, TensorFlow, SQL, Pandas, NumPy, Python. Candidates should have 3-5 Years experience, M.Tech degree, and strong Leadership."
160,Data Scientist,NextGen,3-5 Years,M.Tech,"NextGen is hiring a Data Scientist. Required skills: Python, Scikit-learn, Power BI, NumPy, Machine Learning, TensorFlow. Candidates should have 3-5 Years experience, M.Tech degree, and strong Problem Solving."
161,Data Scientist,AI Labs,3-5 Years,M.Tech,"AI Labs is hiring a Data Scientist. Required skills: Pandas, Scikit-learn, Python, NumPy, Power BI, TensorFlow. Candidates should have 3-5 Years experience, M.Tech degree, and strong Communication."
162,Data Scientist,VisionAI,3-5 Years,M.Tech,"VisionAI is hiring a Data Scientist. Required skills: Machine Learning, Power BI, Python, Pandas, Scikit-learn, NumPy. Candidates should have 3-5 Years experience, M.Tech degree, and strong Communication."
163,Data Scientist,CodeSphere,1-3 Years,M.Tech,"CodeSphere is hiring a Data Scientist. Required skills: Machine Learning, Power BI, NumPy, SQL, Pandas, Scikit-learn. Candidates should have 1-3 Years experience, M.Tech degree, and strong Communication."
164,Data Scientist,DataMind,0-2 Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: Scikit-learn, Machine Learning, NumPy, SQL, Pandas, Python. Candidates should have 0-2 Years experience, M.Tech degree, and strong Problem Solving."
165,Data Scientist,FinTechX,3-5 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: Scikit-learn, Pandas, TensorFlow, Machine Learning, Python, Power BI. Candidates should have 3-5 Years experience, M.Tech degree, and strong Leadership."
166,Data Scientist,FinTechX,0-2 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: SQL, Machine Learning, Power BI, NumPy, Pandas, Scikit-learn. Candidates should have 0-2 Years experience, M.Tech degree, and strong Leadership."
167,Data Scientist,CodeSphere,5+ Years,M.Tech,"CodeSphere is hiring a Data Scientist. Required skills: TensorFlow, Machine Learning, NumPy, Power BI, Python, Pandas. Candidates should have 5+ Years experience, M.Tech degree, and strong Problem Solving."
168,Data Scientist,CodeSphere,0-2 Years,M.Tech,"CodeSphere is hiring a Data Scientist. Required skills: Power BI, Scikit-learn, Python, SQL, NumPy, Pandas. Candidates should have 0-2 Years experience, M.Tech degree, and strong Leadership."
169,Data Scientist,AI Labs,1-3 Years,M.Tech,"AI Labs is hiring a Data Scientist. Required skills: Power BI, TensorFlow, Machine Learning, Python, Scikit-learn, NumPy. Candidates should have 1-3 Years experience, M.Tech degree, and strong Leadership."
170,Data Scientist,VisionAI,0-2 Years,M.Tech,"VisionAI is hiring a Data Scientist. Required skills: NumPy, Python, Scikit-learn, Machine Learning, Power BI, SQL. Candidates should have 0-2 Years experience, M.Tech degree, and strong Teamwork."
171,Data Scientist,Insight Ltd,5+ Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Python, Pandas, SQL, Scikit-learn, TensorFlow, NumPy. Candidates should have 5+ Years experience, M.Tech degree, and strong Teamwork."
172,Data Scientist,TechNova,5+ Years,M.Tech,"TechNova is hiring a Data Scientist. Required skills: SQL, NumPy, Machine Learning, Scikit-learn, TensorFlow, Pandas. Candidates should have 5+ Years experience, M.Tech degree, and strong Problem Solving."
173,Data Scientist,Insight Ltd,2-4 Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Pandas, NumPy, Python, TensorFlow, Scikit-learn, Power BI. Candidates should have 2-4 Years experience, M.Tech degree, and strong Teamwork."
174,Data Scientist,DataMind,3-5 Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: SQL, Python, TensorFlow, Pandas, NumPy, Power BI. Candidates should have 3-5 Years experience, M.Tech degree, and strong Communication."
175,Data Scientist,CodeSphere,5+ Years,M.Tech,"CodeSphere is hiring a Data Scientist. Required skills: TensorFlow, Power BI, Scikit-learn, NumPy, Pandas, Machine Learning. Candidates should have 5+ Years experience, M.Tech degree, and strong Leadership."
176,Data Scientist,FinTechX,2-4 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: SQL, Python, NumPy, Power BI, Pandas, Machine Learning. Candidates should have 2-4 Years experience, M.Tech degree, and strong Teamwork."
177,Data Scientist,VisionAI,5+ Years,M.Tech,"VisionAI is hiring a Data Scientist. Required skills: Scikit-learn, Pandas, Machine Learning, Python, NumPy, TensorFlow. Candidates should have 5+ Years experience, M.Tech degree, and strong Communication."
178,Data Scientist,DataMind,1-3 Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: SQL, Machine Learning, TensorFlow, Pandas, Scikit-learn, Python. Candidates should have 1-3 Years experience, M.Tech degree, and strong Teamwork."
179,Data Scientist,PixelSoft,5+ Years,M.Tech,"PixelSoft is hiring a Data Scientist. Required skills: Power BI, Python, Scikit-learn, NumPy, Pandas, SQL. Candidates should have 5+ Years experience, M.Tech degree, and strong Leadership."
180,Data Scientist,Insight Ltd,2-4 Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Scikit-learn, TensorFlow, Pandas, NumPy, Power BI, Python. Candidates should have 2-4 Years experience, M.Tech degree, and strong Leadership."
181,Data Scientist,Insight Ltd,1-3 Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Power BI, Machine Learning, NumPy, Scikit-learn, TensorFlow, Python. Candidates should have 1-3 Years experience, M.Tech degree, and strong Teamwork."
182,Data Scientist,VisionAI,0-2 Years,M.Tech,"VisionAI is hiring a Data Scientist. Required skills: TensorFlow, Python, SQL, Scikit-learn, NumPy, Power BI. Candidates should have 0-2 Years experience, M.Tech degree, and strong Communication."
183,Data Scientist,NextGen,1-3 Years,M.Tech,"NextGen is hiring a Data Scientist. Required skills: TensorFlow, Python, Pandas, NumPy, Scikit-learn, Power BI. Candidates should have 1-3 Years experience, M.Tech degree, and strong Communication."
184,Data Scientist,NextGen,0-2 Years,M.Tech,"NextGen is hiring a Data Scientist. Required skills: Scikit-learn, Machine Learning, Power BI, NumPy, Python, Pandas. Candidates should have 0-2 Years experience, M.Tech degree, and strong Problem Solving."
185,Data Scientist,CodeSphere,2-4 Years,M.Tech,"CodeSphere is hiring a Data Scientist. Required skills: Scikit-learn, Power BI, Python, NumPy, Pandas, SQL. Candidates should have 2-4 Years experience, M.Tech degree, and strong Problem Solving."
186,Data Scientist,FinTechX,1-3 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: NumPy, Pandas, Python, Power BI, Scikit-learn, TensorFlow. Candidates should have 1-3 Years experience, M.Tech degree, and strong Leadership."
187,Data Scientist,Insight Ltd,5+ Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Python, Power BI, Machine Learning, NumPy, Pandas, SQL. Candidates should have 5+ Years experience, M.Tech degree, and strong Leadership."
188,Data Scientist,CloudOps,0-2 Years,M.Tech,"CloudOps is hiring a Data Scientist. Required skills: Pandas, Machine Learning, NumPy, Power BI, SQL, Python. Candidates should have 0-2 Years experience, M.Tech degree, and strong Leadership."
189,Data Scientist,Insight Ltd,5+ Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: Power BI, Python, Machine Learning, Scikit-learn, SQL, NumPy. Candidates should have 5+ Years experience, M.Tech degree, and strong Teamwork."
190,Data Scientist,NextGen,5+ Years,M.Tech,"NextGen is hiring a Data Scientist. Required skills: NumPy, Power BI, Scikit-learn, Python, Machine Learning, TensorFlow. Candidates should have 5+ Years experience, M.Tech degree, and strong Teamwork."
191,Data Scientist,TechNova,3-5 Years,M.Tech,"TechNova is hiring a Data Scientist. Required skills: Pandas, TensorFlow, NumPy, Python, Machine Learning, Power BI. Candidates should have 3-5 Years experience, M.Tech degree, and strong Leadership."
192,Data Scientist,CloudOps,2-4 Years,M.Tech,"CloudOps is hiring a Data Scientist. Required skills: SQL, NumPy, Power BI, Python, Machine Learning, TensorFlow. Candidates should have 2-4 Years experience, M.Tech degree, and strong Communication."
193,Data Scientist,FinTechX,1-3 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: SQL, Pandas, Python, NumPy, TensorFlow, Scikit-learn. Candidates should have 1-3 Years experience, M.Tech degree, and strong Leadership."
194,Data Scientist,CloudOps,2-4 Years,M.Tech,"CloudOps is hiring a Data Scientist. Required skills: NumPy, Machine Learning, Pandas, Python, Scikit-learn, TensorFlow. Candidates should have 2-4 Years experience, M.Tech degree, and strong Communication."
195,Data Scientist,PixelSoft,3-5 Years,M.Tech,"PixelSoft is hiring a Data Scientist. Required skills: Scikit-learn, Python, NumPy, SQL, Power BI, TensorFlow. Candidates should have 3-5 Years experience, M.Tech degree, and strong Communication."
196,Data Scientist,AI Labs,0-2 Years,M.Tech,"AI Labs is hiring a Data Scientist. Required skills: Scikit-learn, NumPy, Machine Learning, Python, SQL, Pandas. Candidates should have 0-2 Years experience, M.Tech degree, and strong Leadership."
197,Data Scientist,FinTechX,3-5 Years,M.Tech,"FinTechX is hiring a Data Scientist. Required skills: Machine Learning, SQL, Scikit-learn, Power BI, NumPy, Python. Candidates should have 3-5 Years experience, M.Tech degree, and strong Problem Solving."
198,Data Scientist,DataMind,5+ Years,M.Tech,"DataMind is hiring a Data Scientist. Required skills: TensorFlow, Machine Learning, Python, Scikit-learn, SQL, Pandas. Candidates should have 5+ Years experience, M.Tech degree, and strong Problem Solving."
199,Data Scientist,Insight Ltd,3-5 Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: SQL, Python, Machine Learning, NumPy, TensorFlow, Pandas. Candidates should have 3-5 Years experience, M.Tech degree, and strong Leadership."
200,Data Scientist,Insight Ltd,2-4 Years,M.Tech,"Insight Ltd is hiring a Data Scientist. Required skills: NumPy, SQL, Scikit-learn, Power BI, Machine Learning, Python. Candidates should have 2-4 Years experience, M.Tech degree, and strong Leadership."
201,Machine Learning Engineer,DataMind,5+ Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: Kubernetes, AWS, Python, NLP, Docker, PyTorch. Candidates should have 5+ Years experience, B.Tech degree, and strong Communication."
202,Machine Learning Engineer,CloudOps,0-2 Years,B.Tech,"CloudOps is hiring a Machine Learning Engineer. Required skills: TensorFlow, NLP, Kubernetes, Docker, Python, AWS. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
203,Machine Learning Engineer,AI Labs,3-5 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: AWS, Docker, Kubernetes, Python, PyTorch, TensorFlow. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
204,Machine Learning Engineer,NextGen,2-4 Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: LLM, NLP, Python, Kubernetes, PyTorch, TensorFlow. Candidates should have 2-4 Years experience, B.Tech degree, and strong Problem Solving."
205,Machine Learning Engineer,NextGen,5+ Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: Kubernetes, PyTorch, Python, AWS, NLP, Docker. Candidates should have 5+ Years experience, B.Tech degree, and strong Communication."
206,Machine Learning Engineer,FinTechX,2-4 Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: Kubernetes, NLP, TensorFlow, Docker, PyTorch, AWS. Candidates should have 2-4 Years experience, B.Tech degree, and strong Teamwork."
207,Machine Learning Engineer,CodeSphere,3-5 Years,B.Tech,"CodeSphere is hiring a Machine Learning Engineer. Required skills: PyTorch, LLM, Python, Docker, NLP, TensorFlow. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
208,Machine Learning Engineer,DataMind,1-3 Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: AWS, LLM, Python, Kubernetes, TensorFlow, PyTorch. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
209,Machine Learning Engineer,AI Labs,0-2 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: Docker, Python, PyTorch, AWS, Kubernetes, LLM. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
210,Machine Learning Engineer,NextGen,2-4 Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: LLM, NLP, Kubernetes, PyTorch, Python, Docker. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
211,Machine Learning Engineer,CodeSphere,2-4 Years,B.Tech,"CodeSphere is hiring a Machine Learning Engineer. Required skills: NLP, LLM, Docker, Kubernetes, Python, AWS. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
212,Machine Learning Engineer,DataMind,5+ Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: LLM, AWS, Kubernetes, TensorFlow, PyTorch, NLP. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
213,Machine Learning Engineer,DataMind,1-3 Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: NLP, Kubernetes, Python, AWS, PyTorch, Docker. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
214,Machine Learning Engineer,VisionAI,1-3 Years,B.Tech,"VisionAI is hiring a Machine Learning Engineer. Required skills: Docker, TensorFlow, Kubernetes, NLP, Python, PyTorch. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
215,Machine Learning Engineer,Insight Ltd,1-3 Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: TensorFlow, AWS, LLM, Kubernetes, Python, NLP. Candidates should have 1-3 Years experience, B.Tech degree, and strong Teamwork."
216,Machine Learning Engineer,TechNova,0-2 Years,B.Tech,"TechNova is hiring a Machine Learning Engineer. Required skills: TensorFlow, AWS, Kubernetes, NLP, LLM, Docker. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
217,Machine Learning Engineer,Insight Ltd,3-5 Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: Python, AWS, Kubernetes, TensorFlow, PyTorch, NLP. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
218,Machine Learning Engineer,NextGen,1-3 Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: LLM, AWS, Kubernetes, TensorFlow, NLP, PyTorch. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
219,Machine Learning Engineer,FinTechX,3-5 Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: LLM, Python, AWS, NLP, PyTorch, Docker. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
220,Machine Learning Engineer,AI Labs,2-4 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: Docker, TensorFlow, Kubernetes, PyTorch, NLP, LLM. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
221,Machine Learning Engineer,FinTechX,1-3 Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: TensorFlow, NLP, LLM, Kubernetes, Python, PyTorch. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
222,Machine Learning Engineer,NextGen,2-4 Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: Kubernetes, Docker, PyTorch, AWS, Python, NLP. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
223,Machine Learning Engineer,FinTechX,1-3 Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: Docker, NLP, PyTorch, TensorFlow, Kubernetes, Python. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
224,Machine Learning Engineer,FinTechX,5+ Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: LLM, TensorFlow, Docker, Python, Kubernetes, PyTorch. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
225,Machine Learning Engineer,Insight Ltd,3-5 Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: Docker, Kubernetes, TensorFlow, Python, NLP, PyTorch. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
226,Machine Learning Engineer,AI Labs,2-4 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: Kubernetes, LLM, Python, AWS, Docker, NLP. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
227,Machine Learning Engineer,PixelSoft,5+ Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: AWS, Python, Docker, NLP, PyTorch, LLM. Candidates should have 5+ Years experience, B.Tech degree, and strong Communication."
228,Machine Learning Engineer,CodeSphere,5+ Years,B.Tech,"CodeSphere is hiring a Machine Learning Engineer. Required skills: NLP, Kubernetes, Docker, LLM, TensorFlow, AWS. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
229,Machine Learning Engineer,Insight Ltd,1-3 Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: PyTorch, Docker, TensorFlow, AWS, Kubernetes, Python. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
230,Machine Learning Engineer,FinTechX,5+ Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: Python, LLM, NLP, PyTorch, TensorFlow, Kubernetes. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
231,Machine Learning Engineer,PixelSoft,5+ Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: TensorFlow, LLM, Kubernetes, NLP, PyTorch, Docker. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
232,Machine Learning Engineer,AI Labs,2-4 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: LLM, AWS, Kubernetes, TensorFlow, Docker, Python. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
233,Machine Learning Engineer,Insight Ltd,5+ Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: NLP, Kubernetes, TensorFlow, Python, Docker, PyTorch. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
234,Machine Learning Engineer,TechNova,1-3 Years,B.Tech,"TechNova is hiring a Machine Learning Engineer. Required skills: Python, Kubernetes, Docker, PyTorch, AWS, LLM. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
235,Machine Learning Engineer,CloudOps,3-5 Years,B.Tech,"CloudOps is hiring a Machine Learning Engineer. Required skills: Docker, Python, LLM, TensorFlow, AWS, NLP. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
236,Machine Learning Engineer,VisionAI,1-3 Years,B.Tech,"VisionAI is hiring a Machine Learning Engineer. Required skills: LLM, NLP, AWS, Python, PyTorch, TensorFlow. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
237,Machine Learning Engineer,AI Labs,5+ Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: LLM, Kubernetes, Docker, TensorFlow, PyTorch, AWS. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
238,Machine Learning Engineer,PixelSoft,5+ Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: Kubernetes, LLM, Docker, PyTorch, NLP, AWS. Candidates should have 5+ Years experience, B.Tech degree, and strong Teamwork."
239,Machine Learning Engineer,AI Labs,3-5 Years,B.Tech,"AI Labs is hiring a Machine Learning Engineer. Required skills: Kubernetes, NLP, TensorFlow, PyTorch, Docker, LLM. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
240,Machine Learning Engineer,DataMind,2-4 Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: Kubernetes, Python, LLM, AWS, Docker, PyTorch. Candidates should have 2-4 Years experience, B.Tech degree, and strong Problem Solving."
241,Machine Learning Engineer,FinTechX,2-4 Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: Python, TensorFlow, AWS, LLM, NLP, PyTorch. Candidates should have 2-4 Years experience, B.Tech degree, and strong Teamwork."
242,Machine Learning Engineer,Insight Ltd,0-2 Years,B.Tech,"Insight Ltd is hiring a Machine Learning Engineer. Required skills: Docker, NLP, Kubernetes, TensorFlow, AWS, Python. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
